ID,pval,fdr,linear_fc,log2_fc,direction
4E-BP1 (53H11),0.461320081852948,0.833423906235231,1.14393241042878,0.194001812588425,NS
DEPTOR/DEPDC6 (D9F5),0.398406628957113,0.833423906235231,1.22569166781469,0.293596103612611,NS
p-Chk1(S345),0.470056051422637,0.835655202529133,0.159007854460868,-2.65283006326536,NS
ATM,0.477445419768531,0.841598706032666,1.28834883152132,0.365523268428553,NS
MED12-Abcam,0.486056718154137,0.842694006735812,1.1098728977166,0.150394469067924,NS
Atg7,0.486169619270661,0.842694006735812,1.20010653301618,0.263162479027308,NS
Integrinb3(D7X3P)XP,0.492975288815197,0.847428595649264,1.1793846241045,0.238034290664036,NS
p44/42MAPK(Erk1/2),0.505348742779928,0.861578184411681,1.50866882059765,0.593276143625141,NS
mTOR,0.510298140373767,0.862943196729622,1.16715764680236,0.222999437565825,NS
p-ALK(3B4)(Y1586),0.514686328214446,0.863344808617781,1.11398101369086,0.155724644089551,NS
p-Axl(D12B2)(Y702),0.526003254768899,0.868322833269294,2.48711260637482,1.31447182841561,NS
PFKFB3 (C-terminal),0.522275760659203,0.868322833269294,1.05313783906834,0.0746942746598993,NS
p-RafB(S445),0.550786341163368,0.876087398103306,1.13822778693966,0.186789304747231,NS
cleaved Caspase-7,0.545879032155181,0.876087398103306,1.89524080871104,0.922381168428641,NS
p-Rb(S807/811),0.543373843501351,0.876087398103306,1.03068757149172,0.0436070801666766,NS
p-IKK a/b (Ser176/180) (16A6),0.551766582459294,0.876087398103306,1.25862846553666,0.331852476835707,NS
ULK1 (D8H5),0.550230528848742,0.876087398103306,1.16468291510126,0.219937234642126,NS
SMARCA1,0.566132531142359,0.892087624830383,0.856816779514155,-0.222941361432222,NS
AuroraA/AIK,0.583814684937525,0.906777488088569,1.84937377309678,0.887036834313268,NS
Cyclin C,0.584173958672443,0.906777488088569,1.07569543133343,0.105269656050618,NS
Lipocalin-1,0.597960563234309,0.914527920240708,1.09366136203025,0.129166095581489,NS
PI3Kp85,0.59645272509139,0.914527920240708,2.62541014936005,1.3925428224836,NS
Akt,0.669780977773582,0.925683567364126,1.08796942922019,0.12163801896687,NS
p-AMPKa1(S485),0.619839590347,0.925683567364126,1.23146972548063,0.300381160978711,NS
BRCA1,0.672884698390213,0.925683567364126,0.942202261713716,-0.0858912997534809,NS
CD24(FL-80),0.669661220614125,0.925683567364126,1.17935086333257,0.237992991842269,NS
p-EGFR(S1046/1047),0.648471335358967,0.925683567364126,0.857103858158044,-0.22245806374544,NS
p-EGFR(Y1173)(53A5),0.68485826470476,0.925683567364126,0.932571698353202,-0.100713447393815,NS
FoxO1(C29H4),0.680433061157838,0.925683567364126,1.13958264673057,0.188505557955201,NS
p-PDK1(S241),0.685361871990747,0.925683567364126,0.941064397528336,-0.0876346441802021,NS
p-Tuberin/TSC2(T1462),0.636289957770009,0.925683567364126,2.3386054437909,1.22564847891922,NS
Vimentin(D21H3)XP,0.621169612626701,0.925683567364126,1.53364372008204,0.616963370083291,NS
p-SAPK/JNK(T183/Y185),0.633233685093302,0.925683567364126,0.907711358849171,-0.139694483889132,NS
p-TRAP220-MED1(T1457),0.662161646014729,0.925683567364126,1.09857555813243,0.135634099250678,NS
IntegrinaV,0.674630959265462,0.925683567364126,1.47967677880157,0.565282067376655,NS
p-EGFR(Y845),0.670442676918883,0.925683567364126,1.95784077149441,0.969263437302964,NS
LDHA,0.653833149520765,0.925683567364126,1.17625188044758,0.234197029359963,NS
PHGDH,0.648312363435124,0.925683567364126,1.07619842951271,0.105944106594162,NS
p-4E-BP1 (Thr37/46) (236B4),0.682350779755342,0.925683567364126,0.943444081891736,-0.0839910833342294,NS
Raptor (24C12),0.638955880094756,0.925683567364126,1.11448663539623,0.156379316316656,NS
Caspase-3,0.70346132496613,0.937100446340225,1.07006878115878,0.0977035321848234,NS
p-Beta-Catenin(S33/37/T41),0.711835915969979,0.937100446340225,1.05446580424342,0.0765123100691376,NS
p-EGFR(Y1148),0.70113595355431,0.937100446340225,1.99573283666797,0.996918603935864,NS
SQSTM1/p62 (D5E2),0.710479464472829,0.937100446340225,1.44730491941452,0.533368902093611,NS
FoxK2,0.723019320327313,0.942070993219147,0.52313139338594,-0.934754745396755,NS
p300(C-20),0.724669994783959,0.942070993219147,0.959887081278381,-0.0590633941174552,NS
p-AuroraA(T288)/B(T232)/C(T198),0.751811705974182,0.956488732262059,0.776530876966439,-0.36488480368018,NS
p-EGFR(Y1068)(D7A5)XP,0.741435945725372,0.956488732262059,0.489381270669378,-1.03096920644403,NS
MMP-9,0.754080394298946,0.956488732262059,0.943637416469331,-0.0836954704128505,NS
p-p70S6K(T389),0.75415457736047,0.956488732262059,1.07440740144459,0.103541148439637,NS
HDAC6,0.776449174359586,0.978796534950266,0.965454784907532,-0.0507193997892692,NS
HDAC4,0.792584837097369,0.981295512596743,0.864361843598707,-0.210292707634328,NS
GLS1,0.788618571363295,0.981295512596743,1.04069536056063,0.0575478149109649,NS
HER2/ErbB2 (D8F12) XP,0.785758585756941,0.981295512596743,1.15643429106905,0.209683293953352,NS
p-Chk2(S33/35),0.803001117928962,0.988309068220261,0.970126508674595,-0.043755201673493,NS
p-Akt(T308),0.829816547312706,1,1.12668109877878,0.172079225966683,NS
Annexin1,0.856418446986005,1,1.09938843119403,0.136701203165028,NS
Bad,0.841214837789232,1,1.06300831915734,0.0881528875181967,NS
p-Bad(S155),0.976226233502137,1,1.01039976649951,0.0149262108354593,NS
E-Cadherin(24E10),0.94982096215737,1,1.01064655815314,0.0152785482284621,NS
EGFR(D38B1)XP,1,1,1,0,NS
p-EGFR(Y1045),1,1,1,0,NS
p-EGFR(Y1173),0.899667952907749,1,0.98230136302364,-0.0257623939319434,NS
FGFR1(D8E4)XP,0.831319537182632,1,1.02470815659179,0.0352130794969252,NS
p-HER2/ErbB2(Y1248),1,1,1,0,NS
p-Jak1(Y1022/1023),1,1,1,0,NS
Kit-c,1,1,1,0,NS
p-Met(Y1234/1235),1,1,1,0,NS
p53,1,1,1,0,NS
p-p53(S15),1,1,1,0,NS
p-PDGFRb(Y751),1,1,1,0,NS
PIAS1,0.935988699189291,1,0.986042183004486,-0.0202787282946986,NS
PTEN(D4.3)XP,0.840231365875023,1,1.08156897056773,0.113125667448159,NS
SerpinA1,1,1,1,0,NS
Slug(C19G7),1,1,1,0,NS
p-Stat3(S727),0.845421271467918,1,1.39235485947267,0.477526947362555,NS
p-Stat4(Y693),0.899298265436522,1,0.741327523865605,-0.431817018401358,NS
CHAF1A(D77D5)XP,1,1,1,0,NS
p-c-Fos(S32),0.830805352993405,1,1.42809758692952,0.514094567160354,NS
Integrinb1(D2E5),0.885992882444579,1,1.41241233739731,0.498161328181389,NS
ERa(SP1),1,1,1,0,NS
p21,1,1,1,0,NS
LC3B(D11)XP,0.9147819871632,1,0.845020041123975,-0.242942537057858,NS
HexokinaseII(C64G5),0.896843310640993,1,0.800280853206968,-0.32142170185984,NS
SCD1 (M38),1,1,1,0,NS
Axl (C89E7),1,1,1,0,NS
Bcl-2 (Human Specific),1,1,1,0,NS
c-Myc (D3N8F),1,1,1,0,NS
GATA-3 (D13C9) XP,1,1,1,0,NS
HIF-1a (D2U3T),1,1,1,0,NS
RB1 (NB100-91947),1,1,1,0,NS
NCOA2 (NBP2-19495),0.870881857333083,1,0.985035338864608,-0.0217526116481146,NS
p-IkBa (Ser32) (14D4),1,1,1,0,NS
DNA-PKcs,1,1,1,0,NS
